,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2365,2,Andrews Junction,Raymond,White,19,None,Single,Male,University Student,None,Christian
2366,2,Andrews Junction,Declan,Scott,52,None,Single,Male,Recycling officer,None,None
2367,2,Andrews Junction,Julian,Newton,62,None,Single,Male,Ambulance person,None,Christian
2368,3,Andrews Junction,Paula,Law,33,Head,Married,Female,"Embryologist, clinical",None,None
2369,3,Andrews Junction,Peter,Law,35,Husband,Married,Male,Unemployed,None,None
2370,3,Andrews Junction,Jenna,Law,12,Daughter,NA,Female,Student,None,NA
2371,4,Andrews Junction,Kerry,Newman,40,Head,Married,Female,Ranger/warden,None,Christian
2372,4,Andrews Junction,Tom,Newman,42,Husband,Married,Male,Travel agency manager,None,Christian
2373,4,Andrews Junction,Malcolm,Newman,6,Son,NA,Male,Student,None,NA
2374,5,Andrews Junction,Shannon,Kent,48,Head,Married,Female,Analytical chemist,None,Catholic
2375,5,Andrews Junction,Donald,Kent,50,Husband,Married,Male,Retail banker,None,Catholic
2376,5,Andrews Junction,Kerry,Kent,17,Daughter,NA,Female,Student,None,NA
2377,6,Andrews Junction,Brandon,Gregory-Burns,45,Head,Married,Male,"Embryologist, clinical",None,None
2378,6,Andrews Junction,Alice,Gregory-Burns,47,Wife,Married,Female,"Engineer, control and instrumentation",None,None
2379,6,Andrews Junction,Mohammad,Gregory-Burns,22,Son,Single,Male,University Student,None,None
2380,6,Andrews Junction,Jay,Richardson-Gregory-Burns,10,Son,NA,Male,Student,None,NA
2381,7,Andrews Junction,Graham,Jones,83,Head,Widowed,Male,Retired Herpetologist,None,Christian
2382,7,Andrews Junction,Claire,Jones,21,Granddaughter,Single,Female,Facilities manager,None,Christian
2383,7,Andrews Junction,Antony,Bryan,16,Grandson,NA,Male,Student,None,NA
2384,7,Andrews Junction,Billy,Williams-Bryan,14,Grandson,NA,Male,Student,None,NA
2385,7,Andrews Junction,Connor,Williams-Bryan,11,Grandson,NA,Male,Student,None,NA
2386,8,Andrews Junction,Kathleen,Williams,44,Head,Divorced,Female,Unemployed,None,Christian
2387,8,Andrews Junction,Philip,Williams,11,Son,NA,Male,Student,None,NA
2388,8,Andrews Junction,Alex,Williams,8,Son,NA,Male,Student,None,NA
2389,9,Andrews Junction,Diana,Parkinson,29,Head,Married,Female,Advertising copywriter,None,None
2390,9,Andrews Junction,Ryan,Parkinson,32,Husband,Married,Male,Travel agency manager,None,None
2391,9,Andrews Junction,Sian,Pickering,58,Lodger,Single,Female,Control and instrumentation engineer,None,Methodist
2392,9,Andrews Junction,Katy,Warren,26,Lodger,Single,female,Physiological scientist,None,Muslim
2393,9,Andrews Junction,Barbara,Shah,28,Sibling,Single,f,Automotive engineer,None,Methodist
2394,10,Andrews Junction,Luke,Byrne,26,Head,Single,Male,PhD Student,None,Catholic
2395,10,Andrews Junction,Elizabeth,Thompson,21,None,Single,Female,University Student,None,Christian
2396,10,Andrews Junction,Patricia,Bevan,19,None,Single,Female,University Student,None,Catholic
2397,11,Andrews Junction,Pauline,Barnes,41,Head,Married,Female,Chartered management accountant,None,Catholic
2398,11,Andrews Junction,Bryan,Barnes,42,Husband,Married,Male,Chief Strategy Officer,None,None
2399,11,Andrews Junction,Jake,Barnes,14,Son,NA,Male,Student,None,NA
2400,11,Andrews Junction,Lesley,Barnes,10,Daughter,NA,Female,Student,None,NA
2401,12,Andrews Junction,Brenda,McDonald,36,Head,Married,Female,"Administrator, charities/voluntary organisations",None,Methodist
2402,12,Andrews Junction,Craig,McDonald,41,Husband,Married,Male,Sales executive,None,Methodist
2403,12,Andrews Junction,Beverley,McDonald,19,Daughter,Single,f,University Student,None,Methodist
2404,12,Andrews Junction,Kathryn,McDonald,17,Daughter,NA,Female,Student,None,NA
2405,13,Andrews Junction,Jodie,Jenkins,68,Head,Widowed,Female,"Retired Teacher, primary school",None,None
2406,14,Andrews Junction,Heather,Watson,37,Head,Single,Female,Maintenance engineer,None,Christian
2407,14,Andrews Junction,Darren,Conway,38,Partner,Single,Male,Mental health nurse,None,Christian
2408,14,Andrews Junction,Ian,Watson,8,Son,NA,male,Student,None,NA
2409,15,Andrews Junction,Carolyn,Middleton,50,Head,Married,Female,Video editor,None,None
2410,15,Andrews Junction,Lewis,Middleton,50,Husband,Married,Male,Secondary school teacher,None,None
2411,15,Andrews Junction,Megan,Middleton,23,Daughter,Single,Female,Land/geomatics surveyor,None,None
2412,16,Andrews Junction,Gillian,Benson,34,Head,Single,Female,English as a second language teacher,None,Catholic
2413,16,Andrews Junction,Duncan,Arnold,39,Partner,Single,Male,Dealer,None,Catholic
2414,16,Andrews Junction,Jasmine,Wheeler-Benson,8,Daughter,NA,Female,Student,None,NA
2415,16,Andrews Junction,Sam,Wheeler-Benson,5,Son,NA,Male,Student,None,NA
2416,17,Andrews Junction,Frances,Simmons,51,Head,Single,Female,Further education lecturer,None,Christian
2417,17,Andrews Junction,Barry,Hughes,28,None,Single,Male,Diplomatic Services operational officer,None,Christian
2418,17,Andrews Junction,Roy,Mitchell,19,None,Single,Male,University Student,None,None
2419,17,Andrews Junction,Kenneth,Lewis,19,None,Single,m,University Student,None,None
2420,18,Andrews Junction,Ruth,Francis,34,Head,Married,Female,Unemployed,None,Christian
2421,18,Andrews Junction,Donald,Francis,36,Husband,Married,Male,Analytical chemist,None,Christian
2422,18,Andrews Junction,Francesca,Francis,10,Daughter,NA,Female,Student,None,NA
2423,19,Andrews Junction,Albert,Lambert,32,Head,Married,Male,Banker,None,Catholic
2424,19,Andrews Junction,Christine,Lambert,34,Wife,Married,Female,Software engineer,None,Catholic
2425,19,Andrews Junction,Roy,Lambert,2,Son,NA,Male,Child,None,NA
2426,19,Andrews Junction,Matthew,Lambert,0,Son,NA,Male,Child,None,NA
2427,20,Andrews Junction,Hilary,Smith,61,Head,Divorced,Female,Best boy,None,Christian
2428,20,Andrews Junction,Kimberley,Smith,33,Daughter,Single,Female,Energy manager,None,Christian
2429,20,Andrews Junction,Samuel,Smith,29,Son,Single,Male,"Psychologist, forensic",None,Christian
2430,21,Andrews Junction,Holly,Richardson,31,Head,Single,Female,Orthoptist,None,Sikh
2431,21,Andrews Junction,Martin,Warren,30,Partner,Single,Male,"Surveyor, rural practice",None,Sikh
2432,21,Andrews Junction,Hayley,Richardson,1,Daughter,NA,Female,Child,None,NA
2433,22,Andrews Junction,Denis,Smith,42,Head,Married,Male,"Programmer, applications",None,Christian
2434,22,Andrews Junction,Lisa,Smith,39,Wife,Married,Female,Company secretary,None,Christian
2435,22,Andrews Junction,Sian,Smith,2,Daughter,NA,Female,Child,None,NA
2436,22,Andrews Junction,Irene,Smith,1,Daughter,NA,Female,Child,None,NA
2437,22,Andrews Junction,Jake,Jones,26,Lodger,Single,Male,Arts development officer,None,None
2438,23,Andrews Junction,Joanne,Charlton,45,Head,Married,Female,Plant breeder/geneticist,None,Christian
2439,23,Andrews Junction,Peter,Charlton,51,Husband,Married,Male,"Solicitor, Scotland",None,Christian
2440,23,Andrews Junction,Amanda,Charlton,24,Daughter,Single,Female,Publishing copy,None,Christian
2441,23,Andrews Junction,Lisa,Charlton,24,Daughter,Single,Female,Acupuncturist,None,Christian
2442,24,Andrews Junction,Zoe,Hall,29,Head,Divorced,Female,"Surveyor, quantity",None,Sikh
2443,24,Andrews Junction,Garry,Hall,1,Son,NA,Male,Child,None,NA
2444,24,Andrews Junction,Sharon,Brown-Hall,0,Daughter,NA,Female,Child,None,NA
2445,25,Andrews Junction,Ben,Barnes,88,Head,Married,M,Retired Financial trader,None,None
2446,25,Andrews Junction,Marilyn,Barnes,86,Wife,Married,Female,Retired Office manager,None,None
2447,26,Andrews Junction,Sheila,Taylor,41,Head,Married,Female,"Programmer, systems",None,Christian
2448,26,Andrews Junction,Duncan,Taylor,43,Husband,Married,Male,Speech and language therapist,None,Christian
2449,26,Andrews Junction,Conor,Taylor,22,Son,Single,Male,University Student,None,Christian
2450,26,Andrews Junction,Simon,Taylor,18,Son,Divorced,Male,Student,None,Christian
2451,26,Andrews Junction,Adrian,Taylor,16,Son,NA,Male,Student,None,NA
2452,27,Andrews Junction,Graeme,Mason,26,Head,Single,Male,Technical sales engineer,None,Christian
2453,27,Andrews Junction,Jane,Williams,24,Partner,Single,f,"Engineer, civil (consulting)",None,None
2454,27,Andrews Junction,David,White,29,Visitor,Single,Male,"Accountant, chartered certified",None,Methodist
2455,27,Andrews Junction,Eric,Craig,57,Lodger,Divorced,Male,Farm manager,None,None
2456,27,Andrews Junction,Eleanor,Butler,39,Cousin,Divorced,Female,Hotel manager,None,None
2457,28,Andrews Junction,Ryan,Butler,41,Head,Widowed,Male,Technical sales engineer,None,Catholic
2458,28,Andrews Junction,Benjamin,Butler,7,Adopted Son,NA,Male,Student,None,NA
2459,28,Andrews Junction,Garry,Butler,5,Son,NA,Male,Student,None,NA
2460,28,Andrews Junction,Hilary,Butler,2,Daughter,NA,Female,Child,None,NA
2461,29,Andrews Junction,Joel,Greenwood,32,Head,Single,Male,Counselling psychologist,None,None
2462,29,Andrews Junction,Anne,Parker,34,Partner,Single,Female,Chief Financial Officer,None,None
2463,30,Andrews Junction,Charlene,Johnson,52,Head,Married,Female,Rural practice surveyor,None,Christian
2464,30,Andrews Junction,Brian,Johnson,53,Husband,Married,Male,Arboriculturist,None,Christian
2465,30,Andrews Junction,Brett,Johnson,16,Son,NA,Male,Student,None,NA
2466,31,Andrews Junction,Lynne,Gardner,31,Head,Married,Female,Restaurant manager,None,None
2467,31,Andrews Junction,Clifford,Gardner,33,Husband,Married,Male,Unemployed,None,None
2468,31,Andrews Junction,Carolyn,Storey-Gardner,13,Daughter,NA,Female,Student,None,NA
2469,32,Andrews Junction,Janice,John,49,Head,Widowed,Female,Retail banker,None,None
2470,32,Andrews Junction,Hugh,John,16,Son,NA,Male,Student,None,NA
2471,32,Andrews Junction,Bruce,Lawson-John,14,Son,NA,male,Student,None,NA
2472,33,Andrews Junction,Mandy,Russell,48,Head,Married,Female,"Lecturer, higher education",None,Christian
2473,33,Andrews Junction,Norman,Russell,50,Husband,Married,Male,"Research officer, government",None,None
2474,33,Andrews Junction,Naomi,Russell,30,Daughter,Widowed,Female,"Therapist, speech and language",None,None
2475,33,Andrews Junction,Ben,Russell,28,Son,Single,male,Research scientist (physical sciences),None,Christian
2476,34,Andrews Junction,Donna,Singh,51,Head,Married,Female,Unemployed,None,Christian
2477,34,Andrews Junction,Marcus,Singh,52,Husband,Married,Male,Environmental consultant,None,Christian
2478,34,Andrews Junction,Karl,Wilson,18,Son,Divorced,Male,Student,None,Christian
2479,34,Andrews Junction,Jennifer,Wilson,13,Daughter,NA,Female,Student,None,NA
2480,35,Andrews Junction,Chelsea,Richardson,40,Head,Single,Female,"Scientist, water quality",None,None
2481,35,Andrews Junction,Trevor,Berry,43,Partner,Single,male,Government social research officer,None,None
2482,35,Andrews Junction,Sophie,Richardson,15,Daughter,NA,Female,Student,None,NA
2483,1,Horse Drive,Elizabeth,Palmer,59,Head,Single,Female,Data processing manager,None,Methodist
2484,1,Horse Drive,Gareth,Thompson-Palmer,11,Grandson,NA,Male,Student,None,NA
2485,2,Horse Drive,Charlene,Smith,46,Head,Single,Female,Commercial/residential surveyor,None,Methodist
2486,2,Horse Drive,Hollie,Singh,38,None,Single,Female,Neurosurgeon,None,Catholic
2487,3,Horse Drive,Lauren,Evans,50,Head,Divorced,Female,"Development worker, international aid",None,None
2488,3,Horse Drive,Valerie,Evans,26,Daughter,Divorced,Female,Electronics engineer,None,None
2489,3,Horse Drive,Charlene,Evans,23,Daughter,Single,Female,Medical illustrator,None,None
2490,3,Horse Drive,Maureen,Evans,21,Daughter,Single,Female,University Student,None,None
2491,4,Horse Drive,Malcolm,Bond,40,Head,Divorced,Male,Retail banker,None,Methodist
2492,5,Horse Drive,Dominic,Townsend,30,Head,Married,Male,Chartered loss adjuster,None,None
2493,5,Horse Drive,Shirley,Townsend,26,Wife,Married,Female,Sub,None,None
2494,6,Horse Drive,Marie,Barry,38,Head,Divorced,Female,Unemployed,None,None
2495,6,Horse Drive,Molly,Jones,3,Daughter,NA,Female,Child,None,NA
2496,7,Horse Drive,Declan,Robinson,26,Head,Single,Male,Diagnostic radiographer,None,None
2497,8,Horse Drive,Sam,Bell,66,Head,Married,Male,Insurance underwriter,None,Muslim
2498,8,Horse Drive,Katy,Bell,60,Wife,Married,Female,Tourist information centre manager,None,None
2499,9,Horse Drive,Anne,Evans,105,Head,Married,Female,"Retired Designer, furniture",None,Christian
2500,9,Horse Drive,Mitchell,Evans,107,Husband,Married,Male,Retired Legal secretary,None,Christian
2501,10,Horse Drive,David,Smith,87,Head,Married,Male,Retired Ecologist,None,None
2502,10,Horse Drive,Sheila,Smith,84,Wife,Married,Female,Retired Heritage manager,None,None
2503,11,Horse Drive,Mark,Forster,57,Head,Married,Male,Health promotion specialist,None,Christian
2504,11,Horse Drive,Sally,Forster,57,Wife,Married,Female,"Editor, magazine features",None,None
2505,11,Horse Drive,Alexandra,Forster,16,Daughter,NA,Female,Student,None,NA
2506,12,Horse Drive,Gemma,Evans,51,Head,Married,Female,Minerals surveyor,None,Christian
2507,12,Horse Drive,Craig,Evans,48,Husband,Married,Male,Network engineer,None,None
2508,13,Horse Drive,Eric,Morgan,58,Head,Married,Male,Financial trader,None,Catholic
2509,13,Horse Drive,Karen,Morgan,57,Wife,Married,Female,English as a second language teacher,None,None
2510,14,Horse Drive,Jade,Thomas,39,Head,Single,Female,"Nurse, adult",None,None
2511,14,Horse Drive,Diane,Thomas,13,Neice,NA,Female,Student,None,NA
2512,15,Horse Drive,Paige,Tucker,37,Head,Divorced,Female,Chemical engineer,None,Methodist
2513,15,Horse Drive,Janice,Tucker,2,Daughter,NA,Female,Child,None,NA
2514,15,Horse Drive,Conor,Phillips,51,Lodger,Single,Male,"Presenter, broadcasting",None,Catholic
2515,15,Horse Drive,Judith,Kaur,50,Lodger,Single,Female,Location manager,None,Christian
2516,16,Horse Drive,Liam,Hooper,49,Head,Married,Male,Publishing rights manager,None,Catholic
2517,16,Horse Drive,Frances,Hooper,48,Wife,Married,Female,Pensions consultant,None,Catholic
2518,17,Horse Drive,Alan,Jennings,54,Head,Single,Male,"Engineer, maintenance (IT)",None,Catholic
2519,17,Horse Drive,Katy,Preston,42,None,Single,Female,"Engineer, petroleum",None,Catholic
2520,17,Horse Drive,Brenda,Riley,26,None,Single,Female,"Engineer, electrical",None,None
2521,18,Horse Drive,Georgina,Ferguson,43,Head,Single,Female,Customer service manager,None,Christian
2522,18,Horse Drive,Michael,Ferguson,10,Son,NA,Male,Student,None,NA
2523,18,Horse Drive,Nicholas,Ferguson,8,Son,NA,Male,Student,None,NA
2524,18,Horse Drive,Nicole,Ferguson,4,Daughter,NA,Female,Child,None,NA
2525,19,Horse Drive,Rebecca,Scott,43,Head,Married,Female,Unemployed,None,None
2526,19,Horse Drive,Owen,Scott,45,Husband,Married,Male,Hotel manager,None,None
2527,19,Horse Drive,Janice,Scott,15,Daughter,NA,f,Student,None,NA
2528,20,Horse Drive,Hollie,Stewart,87,Head,Widowed,Female,Retired Advice worker,None,Christian
2529,21,Horse Drive,Amanda,Ward,27,Head,Married,Female,Unemployed,None,None
2530,21,Horse Drive,Iain,Ward,29,Husband,Married,Male,Hydrogeologist,None,None
2531,21,Horse Drive,Conor,Ward,1,Son,NA,Male,Child,None,NA
2532,22,Horse Drive,Nigel,Gibson,71,Head,Widowed,Male,Retired Psychiatric nurse,None,Christian
2533,23,Horse Drive,Sylvia,Jones,56,Head,Married,Female,"Therapist, drama",None,Christian
2534,23,Horse Drive,Glen,Jones,56,Husband,Married,Male,Unemployed,None,Christian
2535,23,Horse Drive,Paul,Jones,32,Son,Divorced,Male,Commissioning editor,None,None
2536,23,Horse Drive,Gail,Jones,26,Daughter,Single,Female,Herpetologist,None,Christian
2537,23,Horse Drive,Georgina,Jones,26,Daughter,Single,Female,Minerals surveyor,None,None
2538,23,Horse Drive,Marcus,Jones,4,Son,NA,Male,Child,None,NA
2539,24,Horse Drive,Kim,White,36,Head,Widowed,Female,Stage manager,None,None
2540,24,Horse Drive,Sam,White,7,Son,NA,Male,Student,None,NA
2541,24,Horse Drive,Gregory,White,4,Son,NA,Male,Child,None,NA
2542,24,Horse Drive,Keith,Roberts,34,Lodger,Single,Male,Higher education lecturer,None,Catholic
2543,25,Horse Drive,Diane,Carr,70,Head,Divorced,Female,"Retired Nurse, adult",None,None
2544,26,Horse Drive,Tina,Akhtar,87,Head,Widowed,Female,Retired Archaeologist,None,Christian
2545,27,Horse Drive,Kathleen,Jones,47,Head,Married,Female,Mental health nurse,None,None
2546,27,Horse Drive,Lawrence,Jones,53,Husband,Married,Male,Applications developer,None,None
2547,27,Horse Drive,John,Jones,16,Son,NA,Male,Student,None,NA
2548,27,Horse Drive,Terry,Jones,14,Son,NA,Male,Student,None,NA
2549,27,Horse Drive,Damian,Jones,13,Son,NA,Male,Student,None,NA
2550,28,Horse Drive,Amelia,Clark,26,Head,Divorced,Female,Restaurant manager,None,None
2551,28,Horse Drive,Benjamin,Clark,3,Son,NA,Male,Child,None,NA
2552,29,Horse Drive,Jane,Barton,40,Head,Divorced,Female,"Therapist, sports",None,Christian
2553,29,Horse Drive,Naomi,Barton,1,Daughter,NA,Female,Child,None,NA
2554,30,Horse Drive,Teresa,Dobson,45,Head,Married,Female,"Psychologist, forensic",None,None
2555,30,Horse Drive,Leslie,Dobson,46,Husband,Married,Male,Geochemist,None,None
2556,1,McCarthy Lane,Jean,Summers,51,Head,Married,Female,Computer games developer,None,None
2557,1,McCarthy Lane,Louis,Summers,50,Husband,Married,Male,"Teacher, secondary school",None,None
2558,2,McCarthy Lane,Jasmine,Foster,27,Head,Single,Female,Set designer,None,Catholic
2559,2,McCarthy Lane,Julie,Connor,28,None,Single,Female,Financial controller,None,None
2560,2,McCarthy Lane,Lisa,Allen,57,None,Single,Female,"Administrator, charities/voluntary organisations",None,Christian
2561,2,McCarthy Lane,Chloe,King,28,None,Single,Female,Trade mark attorney,None,None
2562,2,McCarthy Lane,Jenna,Johnson,48,None,Single,Female,"Radiographer, therapeutic",None,Christian
2563,3,McCarthy Lane,Stephen,Harrison,65,Head,Married,Male,Haematologist,None,None
2564,3,McCarthy Lane,Leah,Harrison,62,Wife,Married,Female,"Geologist, engineering",None,None
2565,3,McCarthy Lane,Jane,Harrison,16,Granddaughter,NA,Female,Student,None,NA
2566,3,McCarthy Lane,Trevor,Harrison,16,Grandson,NA,Male,Student,None,NA
2567,4,McCarthy Lane,Hilary,Thomson,59,Head,Married,Female,Community education officer,None,Christian
2568,4,McCarthy Lane,Jordan,Thomson,59,Husband,Married,Male,Cabin crew,None,None
2569,4,McCarthy Lane,Gareth,Thomson,24,Son,Single,Male,Associate Professor,None,Christian
2570,4,McCarthy Lane,Sandra,Thomson,22,Daughter,Single,Female,University Student,None,Christian
2571,4,McCarthy Lane,Lynn,Thomson,21,Daughter,Single,Female,University Student,None,Christian
